故障编号,故障名称,故障现象,故障原因,解决办法
urma_753,urma_cmd_delete_jetty_batch 校验 Jetty 业务条件不满足导致删除流程拒绝继续执行,"关键日志：匹配 `bad jetty index exceed array length, bad_jetty_index:`；日志路径：URMA_LOG_PATH",urma_cmd_delete_jetty_batch 在执行删除时发现 Jetty 的传输模式、绑定关系、路由选择、数量限制或设备属性与当前操作要求不一致，因此直接返回错误，避免建立错误的资源关系或下发不被支持的请求。,无
urma_754,urma_cmd_delete_jetty_grp 校验 context 无效导致删除流程拒绝继续执行,关键日志：匹配 Invalid parameter；日志路径：URMA_LOG_PATH,urma_cmd_delete_jetty_grp 在执行删除前发现调用方传入的 context 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_755,urma_cmd_free_jetty URMA 控制面命令 ioctl 下发内核驱动失败导致用户态操作中断,"关键日志：依次匹配 `ioctl failed, ret:`、`, errno:`；日志路径：URMA_LOG_PATH",urma_cmd_free_jetty 通过 fd 向内核驱动下发URMA 控制面命令请求时，ioctl 返回失败，说明内核驱动没有完成对应控制面动作，用户态无法取得或更新 Jetty 状态。,无
urma_756,urma_free_jfc 校验 JFC 无效导致释放流程拒绝继续执行,关键日志：匹配 Invalid parameter；日志路径：URMA_LOG_PATH,urma_free_jfc 在执行释放前发现调用方传入的 JFC 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_757,urma_free_jfc 执行释放 JFC 失败导致当前资源状态无法推进,"关键日志：匹配 jfc still actived, please deactived first；日志路径：URMA_LOG_PATH",urma_free_jfc 调用下层 provider、bond 组件或系统接口处理 JFC 时返回失败，当前分支携带 ret/errno 等错误结果退出，导致该资源的创建、导入、修改、投递或清理状态无法继续推进。,无
urma_758,urma_free_jfc 校验 context 无效导致释放流程拒绝继续执行,关键日志：匹配 Invalid parameter；日志路径：URMA_LOG_PATH,urma_free_jfc 在执行释放前发现调用方传入的 context 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_759,urma_delete_jfc 校验 JFC 无效导致删除流程拒绝继续执行,关键日志：匹配 Invalid parameter；日志路径：URMA_LOG_PATH,urma_delete_jfc 在执行删除前发现调用方传入的 JFC 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_760,urma_delete_jfc 执行删除 JFC 失败导致当前资源状态无法推进,"关键日志：匹配 jfc is deactived, can not delete；日志路径：URMA_LOG_PATH",urma_delete_jfc 调用下层 provider、bond 组件或系统接口处理 JFC 时返回失败，当前分支携带 ret/errno 等错误结果退出，导致该资源的创建、导入、修改、投递或清理状态无法继续推进。,无
urma_761,urma_delete_jfc 校验 context 无效导致删除流程拒绝继续执行,关键日志：匹配 Invalid parameter；日志路径：URMA_LOG_PATH,urma_delete_jfc 在执行删除前发现调用方传入的 context 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_762,urma_delete_jfc 执行删除 设备 失败导致当前资源状态无法推进,"关键日志：依次匹配 `[DRV_ERR]Failed to delete jfc, dev_name:`、`, eid_idx:`、`, id:`、`, ret:`；日志路径：URMA_LOG_PATH",urma_delete_jfc 调用下层 provider、bond 组件或系统接口处理 设备 时返回失败，当前分支携带 ret/errno 等错误结果退出，导致该资源的创建、导入、修改、投递或清理状态无法继续推进。,无
urma_763,urma_delete_jfc_batch 校验 context 无效导致删除流程拒绝继续执行,"关键日志：匹配 `Invalid parameter, index:`；日志路径：URMA_LOG_PATH",urma_delete_jfc_batch 在执行删除前发现调用方传入的 context 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_764,urma_free_jfs 校验 JFS 无效导致释放流程拒绝继续执行,关键日志：匹配 Invalid parameter；日志路径：URMA_LOG_PATH,urma_free_jfs 在执行释放前发现调用方传入的 JFS 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_765,urma_free_jfs 执行释放 JFS 失败导致当前资源状态无法推进,"关键日志：匹配 jfs still actived, please deactived first；日志路径：URMA_LOG_PATH",urma_free_jfs 调用下层 provider、bond 组件或系统接口处理 JFS 时返回失败，当前分支携带 ret/errno 等错误结果退出，导致该资源的创建、导入、修改、投递或清理状态无法继续推进。,无
urma_766,urma_free_jfs 校验 context 无效导致释放流程拒绝继续执行,关键日志：匹配 Invalid parameter；日志路径：URMA_LOG_PATH,urma_free_jfs 在执行释放前发现调用方传入的 context 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_767,urma_free_jfs 执行释放 JFS 失败导致当前资源状态无法推进,关键日志：匹配 Failed to free jfs；日志路径：URMA_LOG_PATH,urma_free_jfs 调用下层 provider、bond 组件或系统接口处理 JFS 时返回失败，当前分支携带 ret/errno 等错误结果退出，导致该资源的创建、导入、修改、投递或清理状态无法继续推进。,无
urma_768,urma_delete_jfs 校验 JFS 无效导致删除流程拒绝继续执行,关键日志：匹配 Invalid parameter；日志路径：URMA_LOG_PATH,urma_delete_jfs 在执行删除前发现调用方传入的 JFS 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_769,urma_delete_jfs 执行删除 JFS 失败导致当前资源状态无法推进,"关键日志：匹配 jfs is deactived, can not delete；日志路径：URMA_LOG_PATH",urma_delete_jfs 调用下层 provider、bond 组件或系统接口处理 JFS 时返回失败，当前分支携带 ret/errno 等错误结果退出，导致该资源的创建、导入、修改、投递或清理状态无法继续推进。,无
urma_770,urma_delete_jfs 校验 context 无效导致删除流程拒绝继续执行,关键日志：匹配 Invalid parameter；日志路径：URMA_LOG_PATH,urma_delete_jfs 在执行删除前发现调用方传入的 context 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_771,urma_delete_jfs 执行删除 设备 失败导致当前资源状态无法推进,"关键日志：依次匹配 `[DRV_ERR]Failed to delete jfs, dev_name:`、`, eid_idx:`、`, id:`、`, ret:`；日志路径：URMA_LOG_PATH",urma_delete_jfs 调用下层 provider、bond 组件或系统接口处理 设备 时返回失败，当前分支携带 ret/errno 等错误结果退出，导致该资源的创建、导入、修改、投递或清理状态无法继续推进。,无
urma_772,urma_delete_jfs_batch 校验 context 无效导致删除流程拒绝继续执行,"关键日志：匹配 `Invalid parameter, index:`；日志路径：URMA_LOG_PATH",urma_delete_jfs_batch 在执行删除前发现调用方传入的 context 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_773,urma_delete_jfs_batch 读取或解析 sysfs 设备/EID/端口信息失败导致设备信息不可用,关键日志：匹配 Failed to delete jfs batch；日志路径：URMA_LOG_PATH,urma_delete_jfs_batch 依赖 sysfs 中的设备、EID、端口、能力或 cdev 路径信息枚举 URMA 设备并构建设备属性，但文件打开、读取、格式化路径或内容解析失败，导致设备、端口或 EID 信息无法被用户态正确使用。,无
urma_774,urma_free_jfr 校验 JFR 无效导致释放流程拒绝继续执行,关键日志：匹配 Invalid parameter；日志路径：URMA_LOG_PATH,urma_free_jfr 在执行释放前发现调用方传入的 JFR 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_775,urma_free_jfr 执行释放 JFR 失败导致当前资源状态无法推进,"关键日志：匹配 jfr still actived, please deactived first；日志路径：URMA_LOG_PATH",urma_free_jfr 调用下层 provider、bond 组件或系统接口处理 JFR 时返回失败，当前分支携带 ret/errno 等错误结果退出，导致该资源的创建、导入、修改、投递或清理状态无法继续推进。,无
urma_776,urma_free_jfr 校验 context 无效导致释放流程拒绝继续执行,关键日志：匹配 Invalid parameter；日志路径：URMA_LOG_PATH,urma_free_jfr 在执行释放前发现调用方传入的 context 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_777,urma_free_jfr 执行释放 JFR 失败导致当前资源状态无法推进,关键日志：匹配 Failed to free jfr；日志路径：URMA_LOG_PATH,urma_free_jfr 调用下层 provider、bond 组件或系统接口处理 JFR 时返回失败，当前分支携带 ret/errno 等错误结果退出，导致该资源的创建、导入、修改、投递或清理状态无法继续推进。,无
urma_778,urma_delete_jfr 校验 JFR 无效导致删除流程拒绝继续执行,关键日志：匹配 Invalid parameter；日志路径：URMA_LOG_PATH,urma_delete_jfr 在执行删除前发现调用方传入的 JFR 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_779,urma_delete_jfr 执行删除 JFR 失败导致当前资源状态无法推进,"关键日志：匹配 jfr is deactived, can not delete；日志路径：URMA_LOG_PATH",urma_delete_jfr 调用下层 provider、bond 组件或系统接口处理 JFR 时返回失败，当前分支携带 ret/errno 等错误结果退出，导致该资源的创建、导入、修改、投递或清理状态无法继续推进。,无
urma_780,urma_delete_jfr 校验 context 无效导致删除流程拒绝继续执行,关键日志：匹配 Invalid parameter；日志路径：URMA_LOG_PATH,urma_delete_jfr 在执行删除前发现调用方传入的 context 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_781,urma_delete_jfr 执行删除 设备 失败导致当前资源状态无法推进,"关键日志：依次匹配 `[DRV_ERR]Failed to delete jfr, dev_name:`、`, eid_idx:`、`, id:`、`, status:`；日志路径：URMA_LOG_PATH",urma_delete_jfr 调用下层 provider、bond 组件或系统接口处理 设备 时返回失败，当前分支携带 ret/errno 等错误结果退出，导致该资源的创建、导入、修改、投递或清理状态无法继续推进。,无
urma_782,urma_delete_jfr_batch 校验 context 无效导致删除流程拒绝继续执行,"关键日志：匹配 `Invalid parameter, index:`；日志路径：URMA_LOG_PATH",urma_delete_jfr_batch 在执行删除前发现调用方传入的 context 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_783,urma_delete_jfr_batch 读取或解析 sysfs 设备/EID/端口信息失败导致设备信息不可用,关键日志：匹配 Failed to delete jfr batch；日志路径：URMA_LOG_PATH,urma_delete_jfr_batch 依赖 sysfs 中的设备、EID、端口、能力或 cdev 路径信息枚举 URMA 设备并构建设备属性，但文件打开、读取、格式化路径或内容解析失败，导致设备、端口或 EID 信息无法被用户态正确使用。,无
urma_784,urma_delete_jfce 校验 JFCE 无效导致删除流程拒绝继续执行,关键日志：匹配 Invalid parameter；日志路径：URMA_LOG_PATH,urma_delete_jfce 在执行删除前发现调用方传入的 JFCE 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,当前不会触发
urma_785,urma_delete_jfce 执行删除 JFCE 失败导致当前资源状态无法推进,"关键日志：匹配 `Jfce is still used by at least one jfc, refcnt:`；日志路径：URMA_LOG_PATH",urma_delete_jfce 调用下层 provider、bond 组件或系统接口处理 JFCE 时返回失败，当前分支携带 ret/errno 等错误结果退出，导致该资源的创建、导入、修改、投递或清理状态无法继续推进。,当前不会触发
urma_786,urma_delete_jfce 校验 context 无效导致删除流程拒绝继续执行,关键日志：匹配 Invalid parameter；日志路径：URMA_LOG_PATH,urma_delete_jfce 在执行删除前发现调用方传入的 context 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,当前不会触发
urma_787,urma_delete_jfce 执行删除 JFCE 失败导致当前资源状态无法推进,"关键日志：匹配 `[DRV_ERR]Failed to delete jfce, ret:`；日志路径：URMA_LOG_PATH",urma_delete_jfce 调用下层 provider、bond 组件或系统接口处理 JFCE 时返回失败，当前分支携带 ret/errno 等错误结果退出，导致该资源的创建、导入、修改、投递或清理状态无法继续推进。,当前不会触发
urma_788,urma_delete_jetty_to_jetty_grp 读取或解析 sysfs 设备/EID/端口信息失败导致设备信息不可用,关键日志：匹配 failed to delete jetty to jetty_grp；日志路径：URMA_LOG_PATH,urma_delete_jetty_to_jetty_grp 依赖 sysfs 中的设备、EID、端口、能力或 cdev 路径信息枚举 URMA 设备并构建设备属性，但文件打开、读取、格式化路径或内容解析失败，导致设备、端口或 EID 信息无法被用户态正确使用。,无
urma_789,urma_free_jetty 校验 Jetty 无效导致释放流程拒绝继续执行,关键日志：匹配 Invalid parameter；日志路径：URMA_LOG_PATH,urma_free_jetty 在执行释放前发现调用方传入的 Jetty 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_790,urma_free_jetty 执行释放 Jetty 失败导致当前资源状态无法推进,"关键日志：匹配 jetty still actived, please deactived first；日志路径：URMA_LOG_PATH",urma_free_jetty 调用下层 provider、bond 组件或系统接口处理 Jetty 时返回失败，当前分支携带 ret/errno 等错误结果退出，导致该资源的创建、导入、修改、投递或清理状态无法继续推进。,无
urma_791,urma_free_jetty 执行释放 Jetty 失败导致当前资源状态无法推进,"关键日志：匹配 Failed to delete jetty because it has remote jetty, try unbind first；日志路径：URMA_LOG_PATH",urma_free_jetty 调用下层 provider、bond 组件或系统接口处理 Jetty 时返回失败，当前分支携带 ret/errno 等错误结果退出，导致该资源的创建、导入、修改、投递或清理状态无法继续推进。,无
urma_792,urma_free_jetty 校验 context 无效导致释放流程拒绝继续执行,关键日志：匹配 Invalid parameter；日志路径：URMA_LOG_PATH,urma_free_jetty 在执行释放前发现调用方传入的 context 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_793,urma_delete_jetty 校验 Jetty 无效导致删除流程拒绝继续执行,关键日志：匹配 Invalid parameter；日志路径：URMA_LOG_PATH,urma_delete_jetty 在执行删除前发现调用方传入的 Jetty 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_794,urma_delete_jetty 执行删除 Jetty 失败导致当前资源状态无法推进,"关键日志：匹配 jetty still deactived, can not delete；日志路径：URMA_LOG_PATH",urma_delete_jetty 调用下层 provider、bond 组件或系统接口处理 Jetty 时返回失败，当前分支携带 ret/errno 等错误结果退出，导致该资源的创建、导入、修改、投递或清理状态无法继续推进。,无
urma_795,urma_delete_jetty 执行删除 Jetty 失败导致当前资源状态无法推进,"关键日志：匹配 Failed to delete jetty because it has remote jetty, try unbind first；日志路径：URMA_LOG_PATH",urma_delete_jetty 调用下层 provider、bond 组件或系统接口处理 Jetty 时返回失败，当前分支携带 ret/errno 等错误结果退出，导致该资源的创建、导入、修改、投递或清理状态无法继续推进。,无
urma_796,urma_delete_jetty 校验 context 无效导致删除流程拒绝继续执行,关键日志：匹配 Invalid parameter；日志路径：URMA_LOG_PATH,urma_delete_jetty 在执行删除前发现调用方传入的 context 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_797,urma_delete_jetty 执行删除 设备 失败导致当前资源状态无法推进,"关键日志：依次匹配 `[DRV_ERR]Failed to delete jetty, dev_name:`、`, eid_idx:`、`, id:`、`, ret:`；日志路径：URMA_LOG_PATH",urma_delete_jetty 调用下层 provider、bond 组件或系统接口处理 设备 时返回失败，当前分支携带 ret/errno 等错误结果退出，导致该资源的创建、导入、修改、投递或清理状态无法继续推进。,无
urma_798,urma_delete_jetty_batch 读取或解析 sysfs 设备/EID/端口信息失败导致设备信息不可用,"关键日志：匹配 `Failed to delete as jetty has remote jetty, try unbind, index:`；日志路径：URMA_LOG_PATH",urma_delete_jetty_batch 依赖 sysfs 中的设备、EID、端口、能力或 cdev 路径信息枚举 URMA 设备并构建设备属性，但文件打开、读取、格式化路径或内容解析失败，导致设备、端口或 EID 信息无法被用户态正确使用。,无
urma_799,urma_delete_jetty_batch 校验 context 无效导致删除流程拒绝继续执行,"关键日志：匹配 `Invalid parameter, index:`；日志路径：URMA_LOG_PATH",urma_delete_jetty_batch 在执行删除前发现调用方传入的 context 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_800,urma_delete_jetty_batch 执行删除 Jetty 失败导致当前资源状态无法推进,"关键日志：匹配 `Failed to delete jetty batch, ret:`；日志路径：URMA_LOG_PATH",urma_delete_jetty_batch 调用下层 provider、bond 组件或系统接口处理 Jetty 时返回失败，当前分支携带 ret/errno 等错误结果退出，导致该资源的创建、导入、修改、投递或清理状态无法继续推进。,无
urma_801,urma_delete_notifier 校验 URMA 对象 无效导致删除流程拒绝继续执行,关键日志：匹配 Invalid parameter；日志路径：URMA_LOG_PATH,urma_delete_notifier 在执行删除前发现调用方传入的 URMA 对象 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_802,urma_delete_notifier 校验 context 无效导致删除流程拒绝继续执行,关键日志：匹配 Invalid parameter；日志路径：URMA_LOG_PATH,urma_delete_notifier 在执行删除前发现调用方传入的 context 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_803,urma_delete_notifier 校验 context 无效导致删除流程拒绝继续执行,关键日志：匹配 Invalid parameter；日志路径：URMA_LOG_PATH,urma_delete_notifier 在执行删除前发现调用方传入的 context 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_804,urma_delete_notifier 执行删除 URMA 对象 失败导致当前资源状态无法推进,"关键日志：匹配 `Failed to delete notifier, ret:`；日志路径：URMA_LOG_PATH",urma_delete_notifier 调用下层 provider、bond 组件或系统接口处理 URMA 对象 时返回失败，当前分支携带 ret/errno 等错误结果退出，导致该资源的创建、导入、修改、投递或清理状态无法继续推进。,无
urma_805,urma_delete_jetty_grp 校验 Jetty 无效导致删除流程拒绝继续执行,关键日志：匹配 Invalid parameter；日志路径：URMA_LOG_PATH,urma_delete_jetty_grp 在执行删除前发现调用方传入的 Jetty 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_806,urma_delete_jetty_grp 校验 context 无效导致删除流程拒绝继续执行,关键日志：匹配 Invalid parameter；日志路径：URMA_LOG_PATH,urma_delete_jetty_grp 在执行删除前发现调用方传入的 context 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_807,urma_delete_jetty_grp 校验 Jetty 无效导致删除流程拒绝继续执行,关键日志：匹配 Invalid parameter: jetty_list；日志路径：URMA_LOG_PATH,urma_delete_jetty_grp 在执行删除前发现调用方传入的 Jetty 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_808,urma_delete_jetty_grp 执行删除 Jetty group 失败导致当前资源状态无法推进,"关键日志：匹配 jetty grp in use, jetty_cnt；日志路径：URMA_LOG_PATH",urma_delete_jetty_grp 调用下层 provider、bond 组件或系统接口处理 Jetty group 时返回失败，当前分支携带 ret/errno 等错误结果退出，导致该资源的创建、导入、修改、投递或清理状态无法继续推进。,无
urma_809,urma_delete_context 校验 context 无效导致删除流程拒绝继续执行,关键日志：匹配 Invalid parameter；日志路径：URMA_LOG_PATH,urma_delete_context 在执行删除前发现调用方传入的 context 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,当前不会触发
urma_810,设备/驱动交互失败,向下级匹配。,向下级匹配。,向下级匹配。
urma_811,urma_cmd_modify_jfs 校验 context 无效导致修改流程拒绝继续执行,关键日志：匹配 Invalid parameter；日志路径：URMA_LOG_PATH,urma_cmd_modify_jfs 在执行修改前发现调用方传入的 context 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_812,urma_cmd_modify_jfs URMA 控制面命令 ioctl 下发内核驱动失败导致用户态操作中断,"关键日志：依次匹配 `ioctl failed in urma_cmd_modify_jfs, ret:`、`, errno:`；日志路径：URMA_LOG_PATH",urma_cmd_modify_jfs 通过 fd 向内核驱动下发URMA 控制面命令请求时，ioctl 返回失败，说明内核驱动没有完成对应控制面动作，用户态无法取得或更新 JFS 状态。,无
urma_813,urma_cmd_modify_jfr 校验 context 无效导致修改流程拒绝继续执行,关键日志：匹配 Invalid parameter；日志路径：URMA_LOG_PATH,urma_cmd_modify_jfr 在执行修改前发现调用方传入的 context 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_814,urma_cmd_modify_jfr URMA 控制面命令 ioctl 下发内核驱动失败导致用户态操作中断,"关键日志：依次匹配 `ioctl failed in urma_cmd_modify_jfr, ret:`、`, errno:`；日志路径：URMA_LOG_PATH",urma_cmd_modify_jfr 通过 fd 向内核驱动下发URMA 控制面命令请求时，ioctl 返回失败，说明内核驱动没有完成对应控制面动作，用户态无法取得或更新 JFR 状态。,无
urma_815,urma_cmd_modify_jfc 校验 context 无效导致修改流程拒绝继续执行,关键日志：匹配 Invalid parameter；日志路径：URMA_LOG_PATH,urma_cmd_modify_jfc 在执行修改前发现调用方传入的 context 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_816,urma_cmd_modify_jfc URMA 控制面命令 ioctl 下发内核驱动失败导致用户态操作中断,"关键日志：依次匹配 `ioctl failed in urma_cmd_modify_jfc, ret:`、`, errno:`；日志路径：URMA_LOG_PATH",urma_cmd_modify_jfc 通过 fd 向内核驱动下发URMA 控制面命令请求时，ioctl 返回失败，说明内核驱动没有完成对应控制面动作，用户态无法取得或更新 JFC 状态。,无
urma_817,urma_cmd_advise_jfr 校验 context 无效导致处理流程拒绝继续执行,关键日志：匹配 Invalid parameter；日志路径：URMA_LOG_PATH,urma_cmd_advise_jfr 在执行处理前发现调用方传入的 context 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_818,urma_cmd_unadvise_jfr 校验 context 无效导致处理流程拒绝继续执行,关键日志：匹配 Invalid parameter；日志路径：URMA_LOG_PATH,urma_cmd_unadvise_jfr 在执行处理前发现调用方传入的 context 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_819,urma_cmd_unadvise_jetty 校验 context 无效导致处理流程拒绝继续执行,关键日志：匹配 Invalid parameter；日志路径：URMA_LOG_PATH,urma_cmd_unadvise_jetty 在执行处理前发现调用方传入的 context 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_820,urma_cmd_modify_jetty 校验 context 无效导致修改流程拒绝继续执行,关键日志：匹配 Invalid parameter；日志路径：URMA_LOG_PATH,urma_cmd_modify_jetty 在执行修改前发现调用方传入的 context 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_821,urma_check_jetty_cfg_with_jetty_grp 校验 Jetty 无效导致校验流程拒绝继续执行,关键日志：匹配 Invalid token with unshared jfr；日志路径：URMA_LOG_PATH,urma_check_jetty_cfg_with_jetty_grp 在执行校验前发现调用方传入的 Jetty 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_822,urma_add_jetty_to_jetty_grp 读取或解析 sysfs 设备/EID/端口信息失败导致设备信息不可用,关键日志：匹配 failed to add jetty to jetty_grp；日志路径：URMA_LOG_PATH,urma_add_jetty_to_jetty_grp 依赖 sysfs 中的设备、EID、端口、能力或 cdev 路径信息枚举 URMA 设备并构建设备属性，但文件打开、读取、格式化路径或内容解析失败，导致设备、端口或 EID 信息无法被用户态正确使用。,无
urma_823,urma_discover_devices 读取或解析 sysfs 设备/EID/端口信息失败导致设备信息不可用,"关键日志：匹配 `open failed, errno:`；日志路径：URMA_LOG_PATH",urma_discover_devices 依赖 sysfs 中的设备、EID、端口、能力或 cdev 路径信息枚举 URMA 设备并构建设备属性，但文件打开、读取、格式化路径或内容解析失败，导致设备、端口或 EID 信息无法被用户态正确使用。,无
urma_824,urma_close_provider 打开 provider 失败导致处理无法访问底层资源,"关键日志：匹配 close failed, err；日志路径：URMA_LOG_PATH",urma_close_provider 需要访问 provider 对应的文件、目录、provider 动态库或字符设备，但路径不存在、权限不足或系统调用失败，导致后续 URMA 设备枚举、provider 装载或上下文创建无法进行。,无
urma_825,urma_validate_driver 校验 URMA 对象 无效导致处理流程拒绝继续执行,关键日志：匹配 Invalid driver name length；日志路径：URMA_LOG_PATH,urma_validate_driver 在执行处理前发现调用方传入的 URMA 对象 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_826,urma_open_drivers 装载或匹配 provider 失败导致设备驱动能力不可用,关键日志：匹配 Failed to get dl addr；日志路径：URMA_LOG_PATH,urma_open_drivers 在初始化或注册设备时未能打开 provider 动态库、获取动态库路径、匹配驱动名称或完成 provider 注册，导致 URMA 用户态无法绑定对应设备的 provider 操作集。,无
urma_827,urma_open_drivers 装载或匹配 provider 失败导致设备驱动能力不可用,关键日志：匹配 Failed to prepare dli_fname；日志路径：URMA_LOG_PATH,urma_open_drivers 在初始化或注册设备时未能打开 provider 动态库、获取动态库路径、匹配驱动名称或完成 provider 注册，导致 URMA 用户态无法绑定对应设备的 provider 操作集。,无
urma_828,urma_open_drivers 装载或匹配 provider 失败导致设备驱动能力不可用,"关键日志：依次匹配 `strrchr`、`failed, errno:`；日志路径：URMA_LOG_PATH",urma_open_drivers 在初始化或注册设备时未能打开 provider 动态库、获取动态库路径、匹配驱动名称或完成 provider 注册，导致 URMA 用户态无法绑定对应设备的 provider 操作集。,无
urma_829,urma_open_drivers 装载或匹配 provider 失败导致设备驱动能力不可用,关键日志：匹配 Failed to open liburma dir；日志路径：URMA_LOG_PATH,urma_open_drivers 在初始化或注册设备时未能打开 provider 动态库、获取动态库路径、匹配驱动名称或完成 provider 注册，导致 URMA 用户态无法绑定对应设备的 provider 操作集。,无
urma_830,urma_open_drivers 装载或匹配 provider 失败导致设备驱动能力不可用,关键日志：依次匹配 `snprintf_s`、`failed`；日志路径：URMA_LOG_PATH,urma_open_drivers 在初始化或注册设备时未能打开 provider 动态库、获取动态库路径、匹配驱动名称或完成 provider 注册，导致 URMA 用户态无法绑定对应设备的 provider 操作集。,无
urma_831,urma_open_drivers 装载或匹配 provider 失败导致设备驱动能力不可用,关键日志：匹配 Failed to open provider；日志路径：URMA_LOG_PATH,urma_open_drivers 在初始化或注册设备时未能打开 provider 动态库、获取动态库路径、匹配驱动名称或完成 provider 注册，导致 URMA 用户态无法绑定对应设备的 provider 操作集。,无
urma_832,urma_open_cdev 读取或解析 sysfs 设备/EID/端口信息失败导致设备信息不可用,关键日志：依次匹配 `file_path:`、`is not standardize`；日志路径：URMA_LOG_PATH,urma_open_cdev 依赖 sysfs 中的设备、EID、端口、能力或 cdev 路径信息枚举 URMA 设备并构建设备属性，但文件打开、读取、格式化路径或内容解析失败，导致设备、端口或 EID 信息无法被用户态正确使用。,无
urma_833,其他URMA故障,向下级匹配。,向下级匹配。,向下级匹配。
