故障编码,故障域,故障名称,故障表现（验证方法）,故障原因,解决办法
urma_689,硬件,修改ioctl的ioctl调用返回失败,"关键日志：匹配`urma_cmd_modify_jfs`，匹配`ioctl failed in urma_cmd_modify_jfs, ret:`，匹配`, errno:`；日志路径：系统日志文件（URMA_LOG_PATH）",函数通过ioctl向URMA内核驱动提交修改ioctl请求，驱动返回错误或系统调用失败，用户态无法获得预期的驱动处理结果。,无
urma_690,硬件,设置ioctl的ioctl调用返回失败,"关键日志：匹配`urma_cmd_set_jfs_opt`，匹配`ioctl failed in urma_cmd_set_jfs_opt, ret:`，匹配`, errno:`；日志路径：系统日志文件（URMA_LOG_PATH）",函数通过ioctl向URMA内核驱动提交设置ioctl请求，驱动返回错误或系统调用失败，用户态无法获得预期的驱动处理结果。,无
urma_691,硬件,激活ioctl的ioctl调用返回失败,"关键日志：匹配`urma_cmd_active_jfs`，匹配`ioctl failed in urma_cmd_active_jfs, ret:`，匹配`, errno:`；日志路径：系统日志文件（URMA_LOG_PATH）",函数通过ioctl向URMA内核驱动提交激活ioctl请求，驱动返回错误或系统调用失败，用户态无法获得预期的驱动处理结果。,无
urma_692,硬件,去激活ioctl的ioctl调用返回失败,"关键日志：匹配`urma_cmd_deactive_jfs`，匹配`ioctl failed in urma_cmd_deactive_jfs, ret:`，匹配`, errno:`；日志路径：系统日志文件（URMA_LOG_PATH）",函数通过ioctl向URMA内核驱动提交去激活ioctl请求，驱动返回错误或系统调用失败，用户态无法获得预期的驱动处理结果。,无
urma_693,硬件,修改ioctl的ioctl调用返回失败,"关键日志：匹配`urma_cmd_modify_jfr`，匹配`ioctl failed in urma_cmd_modify_jfr, ret:`，匹配`, errno:`；日志路径：系统日志文件（URMA_LOG_PATH）",函数通过ioctl向URMA内核驱动提交修改ioctl请求，驱动返回错误或系统调用失败，用户态无法获得预期的驱动处理结果。,无
urma_694,硬件,修改ioctl的ioctl调用返回失败,"关键日志：匹配`urma_cmd_modify_jfc`，匹配`ioctl failed in urma_cmd_modify_jfc, ret:`，匹配`, errno:`；日志路径：系统日志文件（URMA_LOG_PATH）",函数通过ioctl向URMA内核驱动提交修改ioctl请求，驱动返回错误或系统调用失败，用户态无法获得预期的驱动处理结果。,无
urma_695,硬件,设置ioctl的ioctl调用返回失败,"关键日志：匹配`urma_cmd_set_jfc_opt`，匹配`ioctl failed in urma_cmd_set_jfc_opt, ret:`，匹配`, errno:`；日志路径：系统日志文件（URMA_LOG_PATH）",函数通过ioctl向URMA内核驱动提交设置ioctl请求，驱动返回错误或系统调用失败，用户态无法获得预期的驱动处理结果。,无
urma_696,硬件,激活ioctl的ioctl调用返回失败,"关键日志：匹配`urma_cmd_active_jfc`，匹配`ioctl failed in urma_cmd_active_jfc, ret:`，匹配`, errno:`；日志路径：系统日志文件（URMA_LOG_PATH）",函数通过ioctl向URMA内核驱动提交激活ioctl请求，驱动返回错误或系统调用失败，用户态无法获得预期的驱动处理结果。,无
urma_697,硬件,激活ioctl的ioctl调用返回失败,"关键日志：匹配`urma_cmd_deactive_jfc`，匹配`ioctl failed in urma_cmd_active_jfc, ret:`，匹配`, errno:`；日志路径：系统日志文件（URMA_LOG_PATH）",函数通过ioctl向URMA内核驱动提交激活ioctl请求，驱动返回错误或系统调用失败，用户态无法获得预期的驱动处理结果。,无
urma_698,硬件,设置ioctl的ioctl调用返回失败,"关键日志：匹配`urma_cmd_set_jfr_opt`，匹配`ioctl failed in urma_cmd_set_jfr_opt, ret:`，匹配`, errno:`；日志路径：系统日志文件（URMA_LOG_PATH）",函数通过ioctl向URMA内核驱动提交设置ioctl请求，驱动返回错误或系统调用失败，用户态无法获得预期的驱动处理结果。,无
urma_699,硬件,激活ioctl的ioctl调用返回失败,"关键日志：匹配`urma_cmd_active_jfr`，匹配`ioctl failed in urma_cmd_active_jfr, ret:`，匹配`, errno:`；日志路径：系统日志文件（URMA_LOG_PATH）",函数通过ioctl向URMA内核驱动提交激活ioctl请求，驱动返回错误或系统调用失败，用户态无法获得预期的驱动处理结果。,无
urma_700,硬件,去激活ioctl的ioctl调用返回失败,"关键日志：匹配`urma_cmd_deactive_jfr`，匹配`ioctl failed in urma_cmd_deactive_jfr, ret:`，匹配`, errno:`；日志路径：系统日志文件（URMA_LOG_PATH）",函数通过ioctl向URMA内核驱动提交去激活ioctl请求，驱动返回错误或系统调用失败，用户态无法获得预期的驱动处理结果。,无
urma_701,URMA,等待JFC过程中依赖步骤失败,"关键日志：匹配`urma_cmd_wait_jfc`，匹配`Faile to wait jfc non-block, ret:`，匹配`, errno:`；日志路径：系统日志文件（URMA_LOG_PATH）",函数用于等待JFC，执行过程中依赖的参数校验、状态转换、下层provider调用或系统资源处理未成功，导致本次URMA操作失败。,无
urma_702,硬件,执行ioctl的ioctl调用返回失败,"关键日志：匹配`urma_tlv_ioctl`，匹配`ioctl failed, ret:`，匹配`, errno:`，匹配`, cmd:`，匹配`, kdrv_err:`；日志路径：系统日志文件（URMA_LOG_PATH）",函数通过ioctl向URMA内核驱动提交执行ioctl请求，驱动返回错误或系统调用失败，用户态无法获得预期的驱动处理结果。URMA内核态调用驱动异常，返回错误码2048，则容器中用户态日志出现ioctl失败，并且errno为特定的2048，故障发生在内核态驱动,UDMA驱动相关，需进一步排查硬件
urma_703,硬件,执行wait jfc驱动命令的ioctl调用返回失败,"关键日志：匹配`urma_ioctl_wait_jfc`，匹配`wait jfc ioctl failed, ret:`，匹配`, errno:`；日志路径：系统日志文件（URMA_LOG_PATH）",函数通过ioctl向URMA内核驱动提交执行wait jfc驱动命令请求，驱动返回错误或系统调用失败，用户态无法获得预期的驱动处理结果。,无
urma_704,硬件,执行wait notify驱动命令的ioctl调用返回失败,"关键日志：匹配`urma_ioctl_wait_notify`，匹配`wait notify ioctl failed, ret:`，匹配`, errno:`；日志路径：系统日志文件（URMA_LOG_PATH）",函数通过ioctl向URMA内核驱动提交执行wait notify驱动命令请求，驱动返回错误或系统调用失败，用户态无法获得预期的驱动处理结果。,无
urma_705,OS,设备、EID、端口、能力或字符设备路径信息的sysfs读取或解析失败,"关键日志：匹配`urma_discover_devices`，匹配`open failed, errno:`；日志路径：系统日志文件（URMA_LOG_PATH）",函数需要从sysfs获取设备、EID、端口、能力或字符设备路径信息来构建设备上下文，文件打开、读取或内容解析失败导致URMA无法完成设备发现或能力初始化。,无
urma_706,URMA,分配设备过程中依赖步骤失败,"关键日志：匹配`urma_discover_devices`，匹配`Failed close dir:`，匹配`, errno:`；日志路径：系统日志文件（URMA_LOG_PATH）",函数用于分配设备，执行过程中依赖的参数校验、状态转换、下层provider调用或系统资源处理未成功，导致本次URMA操作失败。,无
urma_707,URMA,打开URMA资源过程中依赖步骤失败,"关键日志：匹配`urma_open_drivers`，匹配`strrchr`，匹配`failed, errno:`；日志路径：系统日志文件（URMA_LOG_PATH）",函数用于打开URMA资源，执行过程中依赖的参数校验、状态转换、下层provider调用或系统资源处理未成功，导致本次URMA操作失败。,无
urma_708,URMA,打开字符设备过程中依赖步骤失败,关键日志：匹配`urma_open_cdev`，匹配`file_path:`，匹配`is not standardize.`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于打开字符设备，执行过程中依赖的参数校验、状态转换、下层provider调用或系统资源处理未成功，导致本次URMA操作失败。,无
urma_709,URMA,设置设备过程中依赖步骤失败,关键日志：匹配`urma_set_context_opt`，匹配`Cannot set aggregated mode for non-aggregated device.`；日志路径：系统日志文件（URMA_LOG_PATH）；向下级匹配。,向下级匹配。,向下级匹配。
urma_710,URMA,修改物理 JFC过程中依赖步骤失败,"关键日志：匹配`bondp_modify_jfc`，匹配`modify pjfc fail, index:`，匹配`, ret:`；日志路径：系统日志文件（URMA_LOG_PATH）",函数用于修改物理 JFC，执行过程中依赖的参数校验、状态转换、下层provider调用或系统资源处理未成功，导致本次URMA操作失败。,无
urma_711,用户,激活端口所需输入对象无效导致激活端口失败,关键日志：匹配`convert_bond_port_id_to_active_index`，匹配`Invalid primary chip_id:`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于激活端口，调用方传入的激活端口所需输入对象不满足接口前置条件，无法继续完成本次URMA操作。,无
urma_712,用户,激活端口所需输入对象无效导致激活端口失败,"关键日志：匹配`convert_bond_port_id_to_active_index`，匹配`Invalid port id, chip_id:`，匹配`, port_idx:`；日志路径：系统日志文件（URMA_LOG_PATH）",函数用于激活端口，调用方传入的激活端口所需输入对象不满足接口前置条件，无法继续完成本次URMA操作。,无
urma_713,用户,激活端口所需输入对象无效导致激活端口失败,关键日志：匹配`convert_bond_port_id_to_active_index`，匹配`Invalid converted active index:`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于激活端口，调用方传入的激活端口所需输入对象不满足接口前置条件，无法继续完成本次URMA操作。,无
urma_714,URMA,修改物理 JFS过程中依赖步骤失败,"关键日志：匹配`bondp_modify_jfs`，匹配`modify pjfs fail, index:`，匹配`, ret:`；日志路径：系统日志文件（URMA_LOG_PATH）",函数用于修改物理 JFS，执行过程中依赖的参数校验、状态转换、下层provider调用或系统资源处理未成功，导致本次URMA操作失败。,无
urma_715,URMA,修改物理 JFR过程中依赖步骤失败,"关键日志：匹配`bondp_modify_jfr`，匹配`modify pjfr fail, index:`，匹配`, ret:`；日志路径：系统日志文件（URMA_LOG_PATH）",函数用于修改物理 JFR，执行过程中依赖的参数校验、状态转换、下层provider调用或系统资源处理未成功，导致本次URMA操作失败。,无
urma_716,用户,URMA context无效导致设置Jetty失败,关键日志：匹配`bondp_user_ctl_set_bonding_mode_legacy`，匹配`Invalid set bonding mode legacy param.`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于设置Jetty，调用方传入的URMA context不满足接口前置条件，无法继续完成本次URMA操作。,无
urma_717,用户,URMA context无效导致设置context失败,关键日志：匹配`bondp_user_ctl_set_bonding_mode_legacy`，匹配`Invalid aggr mode:`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于设置context，调用方传入的URMA context不满足接口前置条件，无法继续完成本次URMA操作。,无
urma_718,用户,URMA context无效导致设置context失败,关键日志：匹配`bondp_user_ctl_set_bonding_mode`，匹配`Invalid set bonding mode param.`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于设置context，调用方传入的URMA context不满足接口前置条件，无法继续完成本次URMA操作。,无
urma_719,URMA,设置context过程中依赖步骤失败,"关键日志：匹配`bondp_user_ctl`，匹配`Unsupported opcode, opcode:`；日志路径：系统日志文件（URMA_LOG_PATH）",函数用于设置context，执行过程中依赖的参数校验、状态转换、下层provider调用或系统资源处理未成功，导致本次URMA操作失败。,无
urma_720,URMA,执行JFC过程中依赖步骤失败,关键日志：匹配`bondp_rearm_jfc`，匹配`Failed to rearm jfc: JFCE is NULL`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于执行JFC，执行过程中依赖的参数校验、状态转换、下层provider调用或系统资源处理未成功，导致本次URMA操作失败。,无
urma_721,用户,确认URMA资源所需输入对象无效导致确认URMA资源失败,关键日志：匹配`bondp_ack_async_event`，匹配`Invalid parameter`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于确认URMA资源，调用方传入的确认URMA资源所需输入对象不满足接口前置条件，无法继续完成本次URMA操作。,无
urma_722,用户,URMA context无效导致设置context失败,关键日志：匹配`bondp_set_bonding_mode`，匹配`Invalid context.`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于设置context，调用方传入的URMA context不满足接口前置条件，无法继续完成本次URMA操作。,无
urma_723,用户,URMA context、设备对象无效导致设置context失败,关键日志：匹配`bondp_set_bonding_mode`，匹配`Invalid bonding mode:`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于设置context，调用方传入的URMA context、设备对象不满足接口前置条件，无法继续完成本次URMA操作。,无
urma_724,URMA,设置设备过程中依赖步骤失败,关键日志：匹配`bondp_set_bonding_mode`，匹配`Unsupported bonding level:`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于设置设备，执行过程中依赖的参数校验、状态转换、下层provider调用或系统资源处理未成功，导致本次URMA操作失败。,无
urma_725,用户,执行URMA资源所需输入对象无效导致释放URMA资源失败,关键日志：匹配`bdp_slide_wnd_seq_in_window`，匹配`Invalid param wnd`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于释放URMA资源，调用方传入的执行URMA资源所需输入对象不满足接口前置条件，无法继续完成本次URMA操作。,无
urma_726,URMA,释放URMA资源过程中依赖步骤失败,关键日志：匹配`bdp_slide_wnd_seq_in_window`，匹配`Seq larger than total size of bitmap`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于释放URMA资源，执行过程中依赖的参数校验、状态转换、下层provider调用或系统资源处理未成功，导致本次URMA操作失败。,无
urma_727,用户,执行URMA资源所需输入对象无效导致执行URMA资源失败,关键日志：匹配`bdp_slide_wnd_has`，匹配`Invalid param wnd`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于执行URMA资源，调用方传入的执行URMA资源所需输入对象不满足接口前置条件，无法继续完成本次URMA操作。,无
urma_728,URMA,设置URMA资源过程中依赖步骤失败,关键日志：匹配`bdp_slide_wnd_has`，匹配`Seq larger than total size of bitmap`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于设置URMA资源，执行过程中依赖的参数校验、状态转换、下层provider调用或系统资源处理未成功，导致本次URMA操作失败。,无
urma_729,用户,执行URMA资源所需输入对象无效导致设置URMA资源失败,关键日志：匹配`bdp_slide_wnd_add`，匹配`Invalid param wnd`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于设置URMA资源，调用方传入的执行URMA资源所需输入对象不满足接口前置条件，无法继续完成本次URMA操作。,无
urma_730,URMA,执行EID过程中依赖步骤失败,关键日志：匹配`update_mapping_hash_table`，匹配`Failed to add agg eid to mapping hash table`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于执行EID，执行过程中依赖的参数校验、状态转换、下层provider调用或系统资源处理未成功，导致本次URMA操作失败。,无
urma_731,URMA,执行EID过程中依赖步骤失败,关键日志：匹配`update_mapping_hash_table`，匹配`Failed to add primary eid to mapping hash table`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于执行EID，执行过程中依赖的参数校验、状态转换、下层provider调用或系统资源处理未成功，导致本次URMA操作失败。,无
urma_732,URMA,执行端口过程中依赖步骤失败,关键日志：匹配`update_mapping_hash_table`，匹配`Failed to add port eid to mapping hash table`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于执行端口，执行过程中依赖的参数校验、状态转换、下层provider调用或系统资源处理未成功，导致本次URMA操作失败。,无
urma_733,URMA,释放URMA资源过程中依赖步骤失败,关键日志：匹配`update_mapping_hash_table`，匹配`topo info doesn't have cur_node`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于释放URMA资源，执行过程中依赖的参数校验、状态转换、下层provider调用或系统资源处理未成功，导致本次URMA操作失败。,无
urma_734,URMA,等待锁过程中依赖步骤失败,"关键日志：匹配`wait_async_event_ack`，匹配`There is an event and it must be acked, acked:`，匹配`, reported:`；日志路径：系统日志文件（URMA_LOG_PATH）",函数用于等待锁，执行过程中依赖的参数校验、状态转换、下层provider调用或系统资源处理未成功，导致本次URMA操作失败。,无
urma_735,用户,URMA context、JFS对象无效导致修改JFS失败,关键日志：匹配`urma_cmd_modify_jfs`，匹配`Invalid parameter`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于修改JFS，调用方传入的URMA context、JFS对象不满足接口前置条件，无法继续完成本次URMA操作。,无
urma_736,用户,URMA context、JFS对象无效导致设置JFS失败,关键日志：匹配`urma_cmd_set_jfs_opt`，匹配`Invalid parameter.`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于设置JFS，调用方传入的URMA context、JFS对象不满足接口前置条件，无法继续完成本次URMA操作。,无
urma_737,用户,URMA context、JFS对象无效导致设置JFS失败,关键日志：匹配`urma_cmd_set_jfs_opt`，匹配`Invalid parameter.`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于设置JFS，调用方传入的URMA context、JFS对象不满足接口前置条件，无法继续完成本次URMA操作。,无
urma_738,URMA,设置JFC过程中依赖步骤失败,关键日志：匹配`urma_cmd_set_jfs_opt`，匹配`jfc not exist in jfs.`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于设置JFC，执行过程中依赖的参数校验、状态转换、下层provider调用或系统资源处理未成功，导致本次URMA操作失败。,无
urma_739,用户,URMA context、JFS对象无效导致激活JFS失败,关键日志：匹配`urma_cmd_active_jfs`，匹配`Invalid parameter`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于激活JFS，调用方传入的URMA context、JFS对象不满足接口前置条件，无法继续完成本次URMA操作。,无
urma_740,用户,URMA context、JFS对象无效导致去激活JFS失败,关键日志：匹配`urma_cmd_deactive_jfs`，匹配`Invalid parameter`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于去激活JFS，调用方传入的URMA context、JFS对象不满足接口前置条件，无法继续完成本次URMA操作。,无
urma_741,用户,URMA context、JFS对象、JFR对象无效导致修改JFR失败,关键日志：匹配`urma_cmd_modify_jfr`，匹配`Invalid parameter`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于修改JFR，调用方传入的URMA context、JFS对象、JFR对象不满足接口前置条件，无法继续完成本次URMA操作。,无
urma_742,用户,URMA context无效导致修改JFC失败,关键日志：匹配`urma_cmd_modify_jfc`，匹配`Invalid parameter`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于修改JFC，调用方传入的URMA context不满足接口前置条件，无法继续完成本次URMA操作。,无
urma_743,用户,URMA context无效导致设置JFC失败,关键日志：匹配`urma_cmd_set_jfc_opt`，匹配`Invalid parameter.`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于设置JFC，调用方传入的URMA context不满足接口前置条件，无法继续完成本次URMA操作。,无
urma_744,用户,URMA context无效导致设置JFC失败,关键日志：匹配`urma_cmd_set_jfc_opt`，匹配`Invalid parameter.`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于设置JFC，调用方传入的URMA context不满足接口前置条件，无法继续完成本次URMA操作。,无
urma_745,用户,URMA context无效导致激活JFC失败,关键日志：匹配`urma_cmd_active_jfc`，匹配`Invalid parameter`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于激活JFC，调用方传入的URMA context不满足接口前置条件，无法继续完成本次URMA操作。,无
urma_746,用户,URMA context无效导致去激活JFC失败,关键日志：匹配`urma_cmd_deactive_jfc`，匹配`Invalid parameter`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于去激活JFC，调用方传入的URMA context不满足接口前置条件，无法继续完成本次URMA操作。,无
urma_747,用户,URMA context、JFS对象无效导致执行JFR失败,关键日志：匹配`urma_cmd_advise_jfr`，匹配`Invalid parameter`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于执行JFR，调用方传入的URMA context、JFS对象不满足接口前置条件，无法继续完成本次URMA操作。,无
urma_748,用户,URMA context、JFS对象无效导致设置JFR失败,关键日志：匹配`urma_cmd_unadvise_jfr`，匹配`Invalid parameter`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于设置JFR，调用方传入的URMA context、JFS对象不满足接口前置条件，无法继续完成本次URMA操作。,无
urma_749,用户,URMA context、JFR对象无效导致设置JFR失败,关键日志：匹配`urma_cmd_set_jfr_opt`，匹配`Invalid parameter.`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于设置JFR，调用方传入的URMA context、JFR对象不满足接口前置条件，无法继续完成本次URMA操作。,无
urma_750,用户,URMA context、JFR对象无效导致设置JFR失败,关键日志：匹配`urma_cmd_set_jfr_opt`，匹配`Invalid parameter.`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于设置JFR，调用方传入的URMA context、JFR对象不满足接口前置条件，无法继续完成本次URMA操作。,无
urma_751,URMA,设置JFC过程中依赖步骤失败,关键日志：匹配`urma_cmd_set_jfr_opt`，匹配`jfc not exist in jfr.`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于设置JFC，执行过程中依赖的参数校验、状态转换、下层provider调用或系统资源处理未成功，导致本次URMA操作失败。,无
urma_752,用户,URMA context、JFR对象无效导致激活JFR失败,关键日志：匹配`urma_cmd_active_jfr`，匹配`Invalid parameter`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于激活JFR，调用方传入的URMA context、JFR对象不满足接口前置条件，无法继续完成本次URMA操作。,无
urma_753,用户,URMA context、JFR对象无效导致去激活JFR失败,关键日志：匹配`urma_cmd_deactive_jfr`，匹配`Invalid parameter`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于去激活JFR，调用方传入的URMA context、JFR对象不满足接口前置条件，无法继续完成本次URMA操作。,无
urma_754,用户,等待JFC所需输入对象无效导致等待JFC失败,关键日志：匹配`urma_cmd_wait_jfc`，匹配`Invalid parameter`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于等待JFC，调用方传入的等待JFC所需输入对象不满足接口前置条件，无法继续完成本次URMA操作。,无
urma_755,用户,确认JFC所需输入对象无效导致确认JFC失败,关键日志：匹配`urma_cmd_ack_jfc`，匹配`Invalid parameter`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于确认JFC，调用方传入的确认JFC所需输入对象不满足接口前置条件，无法继续完成本次URMA操作。,无
urma_756,用户,JFS对象、JFR对象、Jetty对象无效导致确认JFC失败,关键日志：匹配`urma_cmd_ack_async_event`，匹配`Invalid parameter`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于确认JFC，调用方传入的JFS对象、JFR对象、Jetty对象不满足接口前置条件，无法继续完成本次URMA操作。,无
urma_757,用户,URMA context无效导致确认Jetty失败,关键日志：匹配`urma_cmd_user_ctl`，匹配`Invalid parameter`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于确认Jetty，调用方传入的URMA context不满足接口前置条件，无法继续完成本次URMA操作。,无
urma_758,用户,URMA context无效导致等待ioctl失败,关键日志：匹配`urma_cmd_wait_notify`，匹配`Invalid parameter`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于等待ioctl，调用方传入的URMA context不满足接口前置条件，无法继续完成本次URMA操作。,无
urma_759,用户,执行URMA资源所需输入对象无效导致执行JFS失败,关键日志：匹配`urma_check_opt_valid`，匹配`invalid opt len`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于执行JFS，调用方传入的执行URMA资源所需输入对象不满足接口前置条件，无法继续完成本次URMA操作。,无
urma_760,用户,URMA context无效导致创建JFC失败,关键日志：匹配`urma_check_trans_mode_valid`，匹配`Invalid parameter.`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于创建JFC，调用方传入的URMA context不满足接口前置条件，无法继续完成本次URMA操作。,无
urma_761,用户,URMA context、设备对象、sysfs设备信息、provider操作表、provider未提供create_jfc操作实现无效导致创建JFC失败,关键日志：匹配`urma_check_trans_mode_valid`，匹配`Invalid parameter.`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于创建JFC，调用方传入的URMA context、设备对象、sysfs设备信息、provider操作表、provider未提供create_jfc操作实现不满足接口前置条件，无法继续完成本次URMA操作。,无
urma_762,URMA,创建JFC过程中依赖步骤失败,"关键日志：匹配`urma_check_trans_mode_valid`，匹配`jfc cfg depth of range, depth:`，匹配`, max_depth:`；日志路径：系统日志文件（URMA_LOG_PATH）",函数用于创建JFC，执行过程中依赖的参数校验、状态转换、下层provider调用或系统资源处理未成功，导致本次URMA操作失败。,无
urma_763,用户,URMA context、设备对象无效导致修改JFC失败,关键日志：匹配`urma_modify_jfc`，匹配`Invalid parameter.`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于修改JFC，调用方传入的URMA context、设备对象不满足接口前置条件，无法继续完成本次URMA操作。,无
urma_764,用户,URMA context、provider操作表、provider未提供modify_jfc操作实现无效导致修改JFC失败,关键日志：匹配`urma_modify_jfc`，匹配`Invalid parameter.`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于修改JFC，调用方传入的URMA context、provider操作表、provider未提供modify_jfc操作实现不满足接口前置条件，无法继续完成本次URMA操作。,无
urma_765,用户,设置JFC所需输入对象无效导致设置JFC失败,关键日志：匹配`urma_set_jfc_opt`，匹配`Invalid parameter.`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于设置JFC，调用方传入的设置JFC所需输入对象不满足接口前置条件，无法继续完成本次URMA操作。,无
urma_766,URMA,设置JFC过程中依赖步骤失败,"关键日志：匹配`urma_set_jfc_opt`，匹配`Failed to set opt, jfc has been activated`；日志路径：系统日志文件（URMA_LOG_PATH）",函数用于设置JFC，执行过程中依赖的参数校验、状态转换、下层provider调用或系统资源处理未成功，导致本次URMA操作失败。,无
urma_767,用户,provider操作表无效导致设置JFC失败,关键日志：匹配`urma_set_jfc_opt`，匹配`invalid opt id or opt len`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于设置JFC，调用方传入的provider操作表不满足接口前置条件，无法继续完成本次URMA操作。,无
urma_768,用户,URMA context、provider操作表、provider未提供set_jfc_opt操作实现无效导致设置JFC失败,关键日志：匹配`urma_set_jfc_opt`，匹配`Invalid parameter.`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于设置JFC，调用方传入的URMA context、provider操作表、provider未提供set_jfc_opt操作实现不满足接口前置条件，无法继续完成本次URMA操作。,无
urma_769,URMA,设置JFC过程中依赖步骤失败,关键日志：匹配`urma_set_jfc_opt`，匹配`Failed to exec ops->set_jfc_opt.`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于设置JFC，执行过程中依赖的参数校验、状态转换、下层provider调用或系统资源处理未成功，导致本次URMA操作失败。,无
urma_770,URMA,设置JFC过程中依赖步骤失败,关键日志：匹配`urma_set_jfc_opt`，匹配`Failed to exec urma_jfc_set_options.`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于设置JFC，执行过程中依赖的参数校验、状态转换、下层provider调用或系统资源处理未成功，导致本次URMA操作失败。,无
urma_771,用户,provider操作表无效导致激活JFC失败,关键日志：匹配`urma_active_jfc`，匹配`Invalid parameter.`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于激活JFC，调用方传入的provider操作表不满足接口前置条件，无法继续完成本次URMA操作。,无
urma_772,URMA,激活JFC过程中依赖步骤失败,"关键日志：匹配`urma_active_jfc`，匹配`jfc cfg depth of range, depth:`，匹配`, max_depth:`；日志路径：系统日志文件（URMA_LOG_PATH）",函数用于激活JFC，执行过程中依赖的参数校验、状态转换、下层provider调用或系统资源处理未成功，导致本次URMA操作失败。,无
urma_773,用户,URMA context、provider操作表、provider未提供active_jfc操作实现无效导致激活JFC失败,关键日志：匹配`urma_active_jfc`，匹配`Invalid parameter.`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于激活JFC，调用方传入的URMA context、provider操作表、provider未提供active_jfc操作实现不满足接口前置条件，无法继续完成本次URMA操作。,无
urma_774,URMA,激活JFC过程中依赖步骤失败,关键日志：匹配`urma_active_jfc`，匹配`Failed to exec ops->active_jfc.`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于激活JFC，执行过程中依赖的参数校验、状态转换、下层provider调用或系统资源处理未成功，导致本次URMA操作失败。,无
urma_775,用户,provider操作表无效导致去激活JFC失败,关键日志：匹配`urma_deactive_jfc`，匹配`Invalid parameter.`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于去激活JFC，调用方传入的provider操作表不满足接口前置条件，无法继续完成本次URMA操作。,无
urma_776,用户,URMA context、provider操作表、provider未提供deactive_jfc操作实现无效导致去激活JFC失败,关键日志：匹配`urma_deactive_jfc`，匹配`Invalid parameter.`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于去激活JFC，调用方传入的URMA context、provider操作表、provider未提供deactive_jfc操作实现不满足接口前置条件，无法继续完成本次URMA操作。,无
